epiweek,year,week,season,state_fips,state_abbr,state_name,wili,ili,num_ili,num_patients,num_providers,num_age_0,num_age_1,num_age_2,num_age_3,num_age_4,num_age_5,release_date,issue
202324,2023,24,2022/2023,9,CT,Connecticut,1.05246,1.05246,443,42092,70,,,,,,,2024-10-04,202439
202325,2023,25,2022/2023,9,CT,Connecticut,0.91626,0.91626,366,39945,70,,,,,,,2024-10-04,202439
202326,2023,26,2022/2023,9,CT,Connecticut,0.888612,0.888612,357,40175,70,,,,,,,2024-10-04,202439
202327,2023,27,2022/2023,9,CT,Connecticut,0.795263,0.795263,321,40364,70,,,,,,,2024-10-04,202439
202328,2023,28,2022/2023,9,CT,Connecticut,0.709152,0.709152,296,41740,70,,,,,,,2024-10-04,202439
202329,2023,29,2022/2023,9,CT,Connecticut,0.780126,0.780126,320,41019,70,,,,,,,2024-10-04,202439
202330,2023,30,2022/2023,9,CT,Connecticut,0.80193,0.80193,329,41026,70,,,,,,,2024-10-04,202439
202331,2023,31,2022/2023,9,CT,Connecticut,0.845592,0.845592,338,39972,70,,,,,,,2024-10-04,202439
202332,2023,32,2022/2023,9,CT,Connecticut,0.938955,0.938955,365,38873,70,,,,,,,2024-10-04,202439
202333,2023,33,2022/2023,9,CT,Connecticut,0.957383,0.957383,370,38647,70,,,,,,,2024-10-04,202439
202334,2023,34,2022/2023,9,CT,Connecticut,0.93236,0.93236,369,39577,69,,,,,,,2024-10-04,202439
202335,2023,35,2022/2023,9,CT,Connecticut,1.02527,1.02527,411,40087,69,,,,,,,2024-10-04,202439
202336,2023,36,2022/2023,9,CT,Connecticut,1.27562,1.27562,534,41862,69,,,,,,,2024-10-04,202439
202337,2023,37,2022/2023,9,CT,Connecticut,1.37493,1.37493,591,42984,69,,,,,,,2024-10-04,202439
202338,2023,38,2022/2023,9,CT,Connecticut,1.71513,1.71513,735,42854,69,,,,,,,2024-10-04,202439
202339,2023,39,2022/2023,9,CT,Connecticut,1.69364,1.69364,698,41213,69,,,,,,,2024-10-04,202439
202340,2023,40,2023/2024,9,CT,Connecticut,1.7989,1.7989,787,43749,69,,,,,,,2025-09-26,202538
202341,2023,41,2023/2024,9,CT,Connecticut,1.6177,1.6177,685,42344,69,,,,,,,2025-09-26,202538
202342,2023,42,2023/2024,9,CT,Connecticut,1.69583,1.69583,719,42398,69,,,,,,,2025-09-26,202538
202343,2023,43,2023/2024,9,CT,Connecticut,1.88214,1.88214,809,42983,69,,,,,,,2025-09-26,202538
202344,2023,44,2023/2024,9,CT,Connecticut,2.06798,2.06798,870,42070,69,,,,,,,2025-09-26,202538
202345,2023,45,2023/2024,9,CT,Connecticut,2.37309,2.37309,1027,43277,69,,,,,,,2025-09-26,202538
202346,2023,46,2023/2024,9,CT,Connecticut,2.66253,2.66253,1184,44469,69,,,,,,,2025-09-26,202538
202347,2023,47,2023/2024,9,CT,Connecticut,2.95687,2.95687,1236,41801,69,,,,,,,2025-09-26,202538
202348,2023,48,2023/2024,9,CT,Connecticut,3.17254,3.17254,1466,46209,69,,,,,,,2025-09-26,202538
202349,2023,49,2023/2024,9,CT,Connecticut,2.86087,2.86087,1294,45231,69,,,,,,,2025-09-26,202538
202350,2023,50,2023/2024,9,CT,Connecticut,3.36118,3.36118,1513,45014,69,,,,,,,2025-09-26,202538
202351,2023,51,2023/2024,9,CT,Connecticut,3.83017,3.83017,1733,45246,69,,,,,,,2025-09-26,202538
202352,2023,52,2023/2024,9,CT,Connecticut,4.99659,4.99659,2268,45391,69,,,,,,,2025-09-26,202538
202401,2024,1,2023/2024,9,CT,Connecticut,3.96393,3.96393,1776,44804,69,,,,,,,2025-09-26,202538
202402,2024,2,2023/2024,9,CT,Connecticut,3.3643,3.3643,1405,41762,69,,,,,,,2025-09-26,202538
202403,2024,3,2023/2024,9,CT,Connecticut,3.22261,3.22261,1270,39409,69,,,,,,,2025-09-26,202538
202404,2024,4,2023/2024,9,CT,Connecticut,3.07689,3.07689,1281,41633,69,,,,,,,2025-09-26,202538
202405,2024,5,2023/2024,9,CT,Connecticut,3.04252,3.04252,1290,42399,69,,,,,,,2025-09-26,202538
202406,2024,6,2023/2024,9,CT,Connecticut,3.06891,3.06891,1332,43403,69,,,,,,,2025-09-26,202538
202407,2024,7,2023/2024,9,CT,Connecticut,3.01175,3.01175,1264,41969,69,,,,,,,2025-09-26,202538
202408,2024,8,2023/2024,9,CT,Connecticut,2.94594,2.94594,1273,43212,69,,,,,,,2025-09-26,202538
202409,2024,9,2023/2024,9,CT,Connecticut,2.89708,2.89708,1252,43216,69,,,,,,,2025-09-26,202538
202410,2024,10,2023/2024,9,CT,Connecticut,2.97934,2.97934,1265,42459,69,,,,,,,2025-09-26,202538
202411,2024,11,2023/2024,9,CT,Connecticut,2.47014,2.47014,1034,41860,69,,,,,,,2025-09-26,202538
202412,2024,12,2023/2024,9,CT,Connecticut,2.14738,2.14738,906,42191,69,,,,,,,2025-09-26,202538
202413,2024,13,2023/2024,9,CT,Connecticut,2.46686,2.46686,1042,42240,69,,,,,,,2025-09-26,202538
202414,2024,14,2023/2024,9,CT,Connecticut,2.28925,2.28925,973,42503,69,,,,,,,2025-09-26,202538
202415,2024,15,2023/2024,9,CT,Connecticut,2.18151,2.18151,912,41806,69,,,,,,,2025-09-26,202538
202416,2024,16,2023/2024,9,CT,Connecticut,1.86577,1.86577,782,41913,69,,,,,,,2025-09-26,202538
202417,2024,17,2023/2024,9,CT,Connecticut,1.78571,1.78571,743,41608,69,,,,,,,2025-09-26,202538
202418,2024,18,2023/2024,9,CT,Connecticut,1.50986,1.50986,627,41527,69,,,,,,,2025-09-26,202538
202419,2024,19,2023/2024,9,CT,Connecticut,1.44802,1.44802,600,41436,69,,,,,,,2025-09-26,202538
202420,2024,20,2023/2024,9,CT,Connecticut,1.46545,1.46545,600,40943,69,,,,,,,2025-09-26,202538
202421,2024,21,2023/2024,9,CT,Connecticut,1.30123,1.30123,554,42575,69,,,,,,,2025-09-26,202538
202422,2024,22,2023/2024,9,CT,Connecticut,1.16842,1.16842,497,42536,69,,,,,,,2025-09-26,202538
202423,2024,23,2023/2024,9,CT,Connecticut,1.15064,1.15064,489,42498,69,,,,,,,2025-09-26,202538
202424,2024,24,2023/2024,9,CT,Connecticut,1.10886,1.10886,454,40943,69,,,,,,,2025-09-26,202538
202425,2024,25,2023/2024,9,CT,Connecticut,1.09593,1.09593,446,40696,69,,,,,,,2025-09-26,202538
202426,2024,26,2023/2024,9,CT,Connecticut,0.903006,0.903006,371,41085,69,,,,,,,2025-09-26,202538
202427,2024,27,2023/2024,9,CT,Connecticut,0.930091,0.930091,368,39566,69,,,,,,,2025-09-26,202538
202428,2024,28,2023/2024,9,CT,Connecticut,0.936856,0.936856,400,42696,69,,,,,,,2025-09-26,202538
202429,2024,29,2023/2024,9,CT,Connecticut,1.03549,1.03549,433,41816,69,,,,,,,2025-09-26,202538
202430,2024,30,2023/2024,9,CT,Connecticut,1.12515,1.12515,463,41150,69,,,,,,,2025-09-26,202538
202431,2024,31,2023/2024,9,CT,Connecticut,1.11848,1.11848,464,41485,69,,,,,,,2025-09-26,202538
202432,2024,32,2023/2024,9,CT,Connecticut,1.14686,1.14686,473,41243,69,,,,,,,2025-09-26,202538
202433,2024,33,2023/2024,9,CT,Connecticut,1.19578,1.19578,494,41312,69,,,,,,,2025-09-26,202538
202434,2024,34,2023/2024,9,CT,Connecticut,1.23626,1.23626,505,40849,69,,,,,,,2025-09-26,202538
202435,2024,35,2023/2024,9,CT,Connecticut,1.31161,1.31161,558,42543,69,,,,,,,2025-09-26,202538
202436,2024,36,2023/2024,9,CT,Connecticut,1.38132,1.38132,588,42568,69,,,,,,,2025-09-26,202538
202437,2024,37,2023/2024,9,CT,Connecticut,1.63713,1.63713,726,44346,69,,,,,,,2025-09-26,202538
202438,2024,38,2023/2024,9,CT,Connecticut,2.00544,2.00544,900,44878,69,,,,,,,2025-09-26,202538
202439,2024,39,2023/2024,9,CT,Connecticut,1.70219,1.70219,742,43591,69,,,,,,,2025-09-26,202538
202440,2024,40,2024/2025,9,CT,Connecticut,1.88059,1.88059,818,43497,69,,,,,,,2025-09-26,202538
202441,2024,41,2024/2025,9,CT,Connecticut,1.90427,1.90427,812,42641,69,,,,,,,2025-09-26,202538
202442,2024,42,2024/2025,9,CT,Connecticut,2.26611,2.26611,942,41569,69,,,,,,,2025-09-26,202538
202443,2024,43,2024/2025,9,CT,Connecticut,2.30841,2.30841,1019,44143,69,,,,,,,2025-09-26,202538
202444,2024,44,2024/2025,9,CT,Connecticut,2.20031,2.20031,935,42494,69,,,,,,,2025-09-26,202538
202445,2024,45,2024/2025,9,CT,Connecticut,2.25824,2.25824,974,43131,69,,,,,,,2025-09-26,202538
202446,2024,46,2024/2025,9,CT,Connecticut,2.34793,2.34793,982,41824,69,,,,,,,2025-09-26,202538
202447,2024,47,2024/2025,9,CT,Connecticut,2.4721,2.4721,1021,41301,68,,,,,,,2025-09-26,202538
202448,2024,48,2024/2025,9,CT,Connecticut,2.61409,2.61409,1015,38828,69,,,,,,,2025-09-26,202538
202449,2024,49,2024/2025,9,CT,Connecticut,2.60327,2.60327,1077,41371,69,,,,,,,2025-09-26,202538
202450,2024,50,2024/2025,9,CT,Connecticut,2.77804,2.77804,1164,41900,69,,,,,,,2025-09-26,202538
202451,2024,51,2024/2025,9,CT,Connecticut,3.24376,3.24376,1364,42050,69,,,,,,,2025-09-26,202538
202452,2024,52,2024/2025,9,CT,Connecticut,3.9124,3.9124,1624,41509,69,,,,,,,2025-09-26,202538
202501,2025,1,2024/2025,9,CT,Connecticut,4.71799,4.71799,2164,45867,69,,,,,,,2025-09-26,202538
202502,2025,2,2024/2025,9,CT,Connecticut,4.64319,4.64319,1991,42880,69,,,,,,,2025-09-26,202538
202503,2025,3,2024/2025,9,CT,Connecticut,5.07894,5.07894,2178,42883,69,,,,,,,2025-09-26,202538
202504,2025,4,2024/2025,9,CT,Connecticut,5.84875,5.84875,2478,42368,69,,,,,,,2025-09-26,202538
202505,2025,5,2024/2025,9,CT,Connecticut,6.41451,6.41451,2961,46161,69,,,,,,,2025-09-26,202538
202506,2025,6,2024/2025,9,CT,Connecticut,6.8028,6.8028,3065,45055,69,,,,,,,2025-09-26,202538
202507,2025,7,2024/2025,9,CT,Connecticut,6.19063,6.19063,2633,42532,69,,,,,,,2025-09-26,202538
202508,2025,8,2024/2025,9,CT,Connecticut,5.00705,5.00705,2059,41122,69,,,,,,,2025-09-26,202538
202509,2025,9,2024/2025,9,CT,Connecticut,3.96984,3.96984,1653,41639,69,,,,,,,2025-09-26,202538
202510,2025,10,2024/2025,9,CT,Connecticut,3.73197,3.73197,1457,39041,69,,,,,,,2025-09-26,202538
202511,2025,11,2024/2025,9,CT,Connecticut,3.53263,3.53263,1408,39857,69,,,,,,,2025-09-26,202538
202512,2025,12,2024/2025,9,CT,Connecticut,3.14497,3.14497,1206,38347,69,,,,,,,2025-09-26,202538
202513,2025,13,2024/2025,9,CT,Connecticut,2.88036,2.88036,1166,40481,69,,,,,,,2025-09-26,202538
202514,2025,14,2024/2025,9,CT,Connecticut,2.67777,2.67777,1077,40220,69,,,,,,,2025-09-26,202538
202515,2025,15,2024/2025,9,CT,Connecticut,2.38718,2.38718,959,40173,69,,,,,,,2025-09-26,202538
202516,2025,16,2024/2025,9,CT,Connecticut,2.24189,2.24189,879,39208,69,,,,,,,2025-09-26,202538
202517,2025,17,2024/2025,9,CT,Connecticut,1.70603,1.70603,692,40562,69,,,,,,,2025-09-26,202538
202518,2025,18,2024/2025,9,CT,Connecticut,1.55563,1.55563,637,40948,69,,,,,,,2025-09-26,202538
202519,2025,19,2024/2025,9,CT,Connecticut,1.45833,1.45833,579,39703,69,,,,,,,2025-09-26,202538
202520,2025,20,2024/2025,9,CT,Connecticut,1.36653,1.36653,551,40321,69,,,,,,,2025-09-26,202538
202521,2025,21,2024/2025,9,CT,Connecticut,1.3333,1.3333,530,39751,69,,,,,,,2025-09-26,202538
202522,2025,22,2024/2025,9,CT,Connecticut,1.51743,1.51743,615,40529,69,,,,,,,2025-09-26,202538
202523,2025,23,2024/2025,9,CT,Connecticut,1.26089,1.26089,508,40289,69,,,,,,,2025-09-26,202538
202524,2025,24,2024/2025,9,CT,Connecticut,1.19888,1.19888,472,39370,69,,,,,,,2025-09-26,202538
202525,2025,25,2024/2025,9,CT,Connecticut,1.18607,1.18607,461,38868,69,,,,,,,2025-09-26,202538
202526,2025,26,2024/2025,9,CT,Connecticut,1.05013,1.05013,420,39995,69,,,,,,,2025-09-26,202538
202527,2025,27,2024/2025,9,CT,Connecticut,0.876263,0.876263,339,38687,69,,,,,,,2025-09-26,202538
202528,2025,28,2024/2025,9,CT,Connecticut,0.886891,0.886891,361,40704,69,,,,,,,2025-09-26,202538
202529,2025,29,2024/2025,9,CT,Connecticut,0.785039,0.785039,314,39998,69,,,,,,,2025-09-26,202538
202530,2025,30,2024/2025,9,CT,Connecticut,0.823417,0.823417,328,39834,69,,,,,,,2025-09-26,202538
202531,2025,31,2024/2025,9,CT,Connecticut,0.822415,0.822415,322,39153,69,,,,,,,2025-09-26,202538
202532,2025,32,2024/2025,9,CT,Connecticut,0.865569,0.865569,339,39165,69,,,,,,,2025-09-26,202538
202533,2025,33,2024/2025,9,CT,Connecticut,0.875985,0.875985,350,39955,69,,,,,,,2025-09-26,202538
202534,2025,34,2024/2025,9,CT,Connecticut,0.864985,0.864985,335,38729,69,,,,,,,2025-09-26,202538
202535,2025,35,2024/2025,9,CT,Connecticut,0.925347,0.925347,370,39985,69,,,,,,,2025-09-26,202538
202536,2025,36,2024/2025,9,CT,Connecticut,1.24718,1.24718,503,40331,69,,,,,,,2025-09-26,202538
202537,2025,37,2024/2025,9,CT,Connecticut,1.48719,1.48719,590,39672,68,,,,,,,2025-09-26,202538
202538,2025,38,2024/2025,9,CT,Connecticut,1.60784,1.60784,655,40738,68,,,,,,,2025-09-26,202538
202101,2021,1,2020/2021,10,DE,Delaware,0.680208,0.680208,72,10585,19,,,,,,,2022-10-07,202239
202102,2021,2,2020/2021,10,DE,Delaware,0.771303,0.771303,63,8168,15,,,,,,,2022-10-07,202239
202103,2021,3,2020/2021,10,DE,Delaware,0.561143,0.561143,53,9445,17,,,,,,,2022-10-07,202239
202104,2021,4,2020/2021,10,DE,Delaware,0.329218,0.329218,28,8505,18,,,,,,,2022-10-07,202239
202105,2021,5,2020/2021,10,DE,Delaware,0.406669,0.406669,30,7377,19,,,,,,,2022-10-07,202239
202106,2021,6,2020/2021,10,DE,Delaware,0.370193,0.370193,31,8374,18,,,,,,,2022-10-07,202239
202107,2021,7,2020/2021,10,DE,Delaware,0.690417,0.690417,50,7242,14,,,,,,,2022-10-07,202239
202108,2021,8,2020/2021,10,DE,Delaware,0.343643,0.343643,28,8148,16,,,,,,,2022-10-07,202239
202109,2021,9,2020/2021,10,DE,Delaware,0.399516,0.399516,33,8260,16,,,,,,,2022-10-07,202239
202110,2021,10,2020/2021,10,DE,Delaware,0.311526,0.311526,33,10593,19,,,,,,,2022-10-07,202239
202111,2021,11,2020/2021,10,DE,Delaware,0.243265,0.243265,27,11099,19,,,,,,,2022-10-07,202239
202112,2021,12,2020/2021,10,DE,Delaware,0.275618,0.275618,28,10159,16,,,,,,,2022-10-07,202239
202113,2021,13,2020/2021,10,DE,Delaware,0.521003,0.521003,48,9213,15,,,,,,,2022-10-07,202239
202114,2021,14,2020/2021,10,DE,Delaware,0.388098,0.388098,39,10049,16,,,,,,,2022-10-07,202239
202115,2021,15,2020/2021,10,DE,Delaware,0.495731,0.495731,54,10893,17,,,,,,,2022-10-07,202239
202116,2021,16,2020/2021,10,DE,Delaware,0.258702,0.258702,33,12756,19,,,,,,,2022-10-07,202239
202117,2021,17,2020/2021,10,DE,Delaware,0.290625,0.290625,35,12043,20,,,,,,,2022-10-07,202239
202118,2021,18,2020/2021,10,DE,Delaware,0.349127,0.349127,42,12030,19,,,,,,,2022-10-07,202239
202119,2021,19,2020/2021,10,DE,Delaware,0.235868,0.235868,29,12295,19,,,,,,,2022-10-07,202239
202120,2021,20,2020/2021,10,DE,Delaware,0.464596,0.464596,54,11623,19,,,,,,,2022-10-07,202239
202121,2021,21,2020/2021,10,DE,Delaware,0.391543,0.391543,35,8939,15,,,,,,,2022-10-07,202239
202122,2021,22,2020/2021,10,DE,Delaware,0.506048,0.506048,41,8102,15,,,,,,,2022-10-07,202239
202123,2021,23,2020/2021,10,DE,Delaware,0.414938,0.414938,35,8435,14,,,,,,,2022-10-07,202239
202124,2021,24,2020/2021,10,DE,Delaware,0.44058,0.44058,38,8625,15,,,,,,,2022-10-07,202239
202125,2021,25,2020/2021,10,DE,Delaware,0.482063,0.482063,43,8920,15,,,,,,,2022-10-07,202239
202126,2021,26,2020/2021,10,DE,Delaware,0.523739,0.523739,46,8783,15,,,,,,,2022-10-07,202239
202127,2021,27,2020/2021,10,DE,Delaware,0.527413,0.527413,43,8153,16,,,,,,,2022-10-07,202239
202128,2021,28,2020/2021,10,DE,Delaware,0.579581,0.579581,52,8972,16,,,,,,,2022-10-07,202239
202129,2021,29,2020/2021,10,DE,Delaware,0.540662,0.540662,48,8878,14,,,,,,,2022-10-07,202239
202130,2021,30,2020/2021,10,DE,Delaware,0.648464,0.648464,57,8790,14,,,,,,,2022-10-07,202239
202131,2021,31,2020/2021,10,DE,Delaware,0.71248,0.71248,62,8702,14,,,,,,,2022-10-07,202239
202132,2021,32,2020/2021,10,DE,Delaware,0.725514,0.725514,66,9097,15,,,,,,,2022-10-07,202239
202133,2021,33,2020/2021,10,DE,Delaware,0.711744,0.711744,68,9554,16,,,,,,,2022-10-07,202239
202134,2021,34,2020/2021,10,DE,Delaware,0.758937,0.758937,76,10014,16,,,,,,,2022-10-07,202239
202135,2021,35,2020/2021,10,DE,Delaware,0.722417,0.722417,66,9136,15,,,,,,,2022-10-07,202239
202136,2021,36,2020/2021,10,DE,Delaware,1.08418,1.08418,102,9408,15,,,,,,,2022-10-07,202239
202137,2021,37,2020/2021,10,DE,Delaware,0.945606,0.945606,109,11527,17,,,,,,,2022-10-07,202239
202138,2021,38,2020/2021,10,DE,Delaware,0.999216,0.999216,102,10208,17,,,,,,,2022-10-07,202239
202139,2021,39,2020/2021,10,DE,Delaware,1.2616,1.2616,102,8085,14,,,,,,,2022-10-07,202239
202140,2021,40,2021/2022,10,DE,Delaware,1.0249,1.0249,121,11806,23,,,,,,,2023-10-06,202339
202141,2021,41,2021/2022,10,DE,Delaware,1.00167,1.00167,108,10782,16,,,,,,,2023-10-06,202339
202142,2021,42,2021/2022,10,DE,Delaware,0.846208,0.846208,109,12881,19,,,,,,,2023-10-06,202339
202143,2021,43,2021/2022,10,DE,Delaware,0.912799,0.912799,94,10298,16,,,,,,,2023-10-06,202339
202144,2021,44,2021/2022,10,DE,Delaware,0.711249,0.711249,87,12232,19,,,,,,,2023-10-06,202339
202145,2021,45,2021/2022,10,DE,Delaware,0.716204,0.716204,88,12287,19,,,,,,,2023-10-06,202339
202146,2021,46,2021/2022,10,DE,Delaware,1.07538,1.07538,107,9950,16,,,,,,,2023-10-06,202339
202147,2021,47,2021/2022,10,DE,Delaware,1.29219,1.29219,98,7584,16,,,,,,,2023-10-06,202339
202148,2021,48,2021/2022,10,DE,Delaware,1.51265,1.51265,156,10313,16,,,,,,,2023-10-06,202339
202149,2021,49,2021/2022,10,DE,Delaware,2.06206,2.06206,212,10281,16,,,,,,,2023-10-06,202339
202150,2021,50,2021/2022,10,DE,Delaware,2.31095,2.31095,235,10169,17,,,,,,,2023-10-06,202339
202151,2021,51,2021/2022,10,DE,Delaware,1.86008,1.86008,180,9677,19,,,,,,,2023-10-06,202339
202152,2021,52,2021/2022,10,DE,Delaware,3.08781,3.08781,288,9327,14,,,,,,,2023-10-06,202339
202201,2022,1,2021/2022,10,DE,Delaware,2.49051,2.49051,210,8432,16,,,,,,,2023-10-06,202339
202202,2022,2,2021/2022,10,DE,Delaware,1.66836,1.66836,131,7852,16,,,,,,,2023-10-06,202339
202203,2022,3,2021/2022,10,DE,Delaware,0.974072,0.974072,68,6981,16,,,,,,,2023-10-06,202339
202204,2022,4,2021/2022,10,DE,Delaware,0.673401,0.673401,62,9207,19,,,,,,,2023-10-06,202339
202205,2022,5,2021/2022,10,DE,Delaware,0.377992,0.377992,36,9524,19,,,,,,,2023-10-06,202339
202206,2022,6,2021/2022,10,DE,Delaware,0.613346,0.613346,50,8152,16,,,,,,,2023-10-06,202339
202207,2022,7,2021/2022,10,DE,Delaware,0.470163,0.470163,39,8295,16,,,,,,,2023-10-06,202339
202208,2022,8,2021/2022,10,DE,Delaware,0.428725,0.428725,36,8397,16,,,,,,,2023-10-06,202339
202209,2022,9,2021/2022,10,DE,Delaware,0.60241,0.60241,58,9628,19,,,,,,,2023-10-06,202339
202210,2022,10,2021/2022,10,DE,Delaware,0.59204,0.59204,54,9121,16,,,,,,,2023-10-06,202339
202211,2022,11,2021/2022,10,DE,Delaware,0.889699,0.889699,83,9329,16,,,,,,,2023-10-06,202339
202212,2022,12,2021/2022,10,DE,Delaware,1.13674,1.13674,102,8973,16,,,,,,,2023-10-06,202339
202213,2022,13,2021/2022,10,DE,Delaware,0.840034,0.840034,70,8333,16,,,,,,,2023-10-06,202339
202214,2022,14,2021/2022,10,DE,Delaware,1.14249,1.14249,108,9453,16,,,,,,,2023-10-06,202339
202215,2022,15,2021/2022,10,DE,Delaware,1.22231,1.22231,112,9163,16,,,,,,,2023-10-06,202339
202216,2022,16,2021/2022,10,DE,Delaware,1.11844,1.11844,117,10461,19,,,,,,,2023-10-06,202339
202217,2022,17,2021/2022,10,DE,Delaware,0.879894,0.879894,100,11365,19,,,,,,,2023-10-06,202339
202218,2022,18,2021/2022,10,DE,Delaware,1.02213,1.02213,121,11838,19,,,,,,,2023-10-06,202339
202219,2022,19,2021/2022,10,DE,Delaware,1.01565,1.01565,122,12012,19,,,,,,,2023-10-06,202339
202220,2022,20,2021/2022,10,DE,Delaware,1.17354,1.17354,146,12441,19,,,,,,,2023-10-06,202339
202221,2022,21,2021/2022,10,DE,Delaware,1.25762,1.25762,130,10337,16,,,,,,,2023-10-06,202339
202222,2022,22,2021/2022,10,DE,Delaware,1.53239,1.53239,136,8875,16,,,,,,,2023-10-06,202339
202223,2022,23,2021/2022,10,DE,Delaware,1.24758,1.24758,116,9298,16,,,,,,,2023-10-06,202339
202224,2022,24,2021/2022,10,DE,Delaware,1.03929,1.03929,91,8756,16,,,,,,,2023-10-06,202339
202225,2022,25,2021/2022,10,DE,Delaware,0.775113,0.775113,74,9547,18,,,,,,,2023-10-06,202339
202226,2022,26,2021/2022,10,DE,Delaware,0.611943,0.611943,58,9478,16,,,,,,,2023-10-06,202339
202227,2022,27,2021/2022,10,DE,Delaware,0.704561,0.704561,74,10503,18,,,,,,,2023-10-06,202339
202228,2022,28,2021/2022,10,DE,Delaware,0.702202,0.702202,66,9399,15,,,,,,,2023-10-06,202339
202229,2022,29,2021/2022,10,DE,Delaware,0.600522,0.600522,69,11490,19,,,,,,,2023-10-06,202339
202230,2022,30,2021/2022,10,DE,Delaware,0.786299,0.786299,73,9284,14,,,,,,,2023-10-06,202339
202231,2022,31,2021/2022,10,DE,Delaware,0.629486,0.629486,57,9055,15,,,,,,,2023-10-06,202339
202232,2022,32,2021/2022,10,DE,Delaware,0.7287,0.7287,65,8920,14,,,,,,,2023-10-06,202339
202233,2022,33,2021/2022,10,DE,Delaware,0.572372,0.572372,52,9085,14,,,,,,,2023-10-06,202339
202234,2022,34,2021/2022,10,DE,Delaware,0.720555,0.720555,55,7633,9,,,,,,,2023-10-06,202339
202235,2022,35,2021/2022,10,DE,Delaware,2.99289,2.99289,240,8019,11,,,,,,,2023-10-06,202339
202236,2022,36,2021/2022,10,DE,Delaware,1.06121,1.06121,82,7727,10,,,,,,,2023-10-06,202339
202237,2022,37,2021/2022,10,DE,Delaware,0.807549,0.807549,89,11021,18,,,,,,,2023-10-06,202339
202238,2022,38,2021/2022,10,DE,Delaware,1.05991,1.05991,118,11133,18,,,,,,,2023-10-06,202339
202239,2022,39,2021/2022,10,DE,Delaware,0.982375,0.982375,102,10383,16,,,,,,,2023-10-06,202339
202240,2022,40,2022/2023,10,DE,Delaware,0.926989,0.926989,105,11327,23,,,,,,,2024-10-04,202439
202241,2022,41,2022/2023,10,DE,Delaware,1.14068,1.14068,165,14465,29,,,,,,,2024-10-04,202439
202242,2022,42,2022/2023,10,DE,Delaware,1.24413,1.24413,188,15111,30,,,,,,,2024-10-04,202439
202243,2022,43,2022/2023,10,DE,Delaware,1.77091,1.77091,267,15077,28,,,,,,,2024-10-04,202439
202244,2022,44,2022/2023,10,DE,Delaware,2.67915,2.67915,412,15378,27,,,,,,,2024-10-04,202439
202245,2022,45,2022/2023,10,DE,Delaware,2.63891,2.63891,398,15082,26,,,,,,,2024-10-04,202439
202246,2022,46,2022/2023,10,DE,Delaware,2.42412,2.42412,357,14727,27,,,,,,,2024-10-04,202439
202247,2022,47,2022/2023,10,DE,Delaware,3.20377,3.20377,394,12298,27,,,,,,,2024-10-04,202439
202248,2022,48,2022/2023,10,DE,Delaware,3.67624,3.67624,580,15777,27,,,,,,,2024-10-04,202439
202249,2022,49,2022/2023,10,DE,Delaware,3.07895,3.07895,468,15200,28,,,,,,,2024-10-04,202439
202250,2022,50,2022/2023,10,DE,Delaware,3.40751,3.40751,490,14380,28,,,,,,,2024-10-04,202439
202251,2022,51,2022/2023,10,DE,Delaware,3.00611,3.00611,369,12275,26,,,,,,,2024-10-04,202439
202252,2022,52,2022/2023,10,DE,Delaware,2.73877,2.73877,314,11465,25,,,,,,,2024-10-04,202439
202301,2023,1,2022/2023,10,DE,Delaware,2.1097,2.1097,275,13035,25,,,,,,,2024-10-04,202439
202302,2023,2,2022/2023,10,DE,Delaware,1.2175,1.2175,140,11499,26,,,,,,,2024-10-04,202439
202303,2023,3,2022/2023,10,DE,Delaware,1.13921,1.13921,141,12377,26,,,,,,,2024-10-04,202439
202304,2023,4,2022/2023,10,DE,Delaware,1.17763,1.17763,155,13162,26,,,,,,,2024-10-04,202439
202305,2023,5,2022/2023,10,DE,Delaware,1.37674,1.37674,181,13147,28,,,,,,,2024-10-04,202439
202306,2023,6,2022/2023,10,DE,Delaware,1.15015,1.15015,164,14259,27,,,,,,,2024-10-04,202439
202307,2023,7,2022/2023,10,DE,Delaware,1.32507,1.32507,186,14037,26,,,,,,,2024-10-04,202439
202308,2023,8,2022/2023,10,DE,Delaware,1.22348,1.22348,173,14140,26,,,,,,,2024-10-04,202439
202309,2023,9,2022/2023,10,DE,Delaware,0.871043,0.871043,123,14121,28,,,,,,,2024-10-04,202439
202310,2023,10,2022/2023,10,DE,Delaware,0.886824,0.886824,126,14208,28,,,,,,,2024-10-04,202439
202311,2023,11,2022/2023,10,DE,Delaware,1.05891,1.05891,151,14260,27,,,,,,,2024-10-04,202439
202312,2023,12,2022/2023,10,DE,Delaware,1.07425,1.07425,147,13684,24,,,,,,,2024-10-04,202439
202313,2023,13,2022/2023,10,DE,Delaware,1.17784,1.17784,152,12905,25,,,,,,,2024-10-04,202439
202314,2023,14,2022/2023,10,DE,Delaware,0.795776,0.795776,104,13069,26,,,,,,,2024-10-04,202439
202315,2023,15,2022/2023,10,DE,Delaware,0.893855,0.893855,112,12530,25,,,,,,,2024-10-04,202439
202316,2023,16,2022/2023,10,DE,Delaware,0.702936,0.702936,96,13657,26,,,,,,,2024-10-04,202439
202317,2023,17,2022/2023,10,DE,Delaware,0.677424,0.677424,89,13138,26,,,,,,,2024-10-04,202439
202318,2023,18,2022/2023,10,DE,Delaware,0.762788,0.762788,102,13372,24,,,,,,,2024-10-04,202439
